mixture_path,vocals_path,drums_path,bass_path,other_path,duration
Datasets\Db1\Db_056\mixture.wav,Datasets\Db1\Db_056\vocals.wav,Datasets\Db1\Db_056\drums.wav,Datasets\Db1\Db_056\bass.wav,Datasets\Db1\Db_056\other.wav,846.2226984126984
Datasets\Db3\Db_112\mixture.wav,Datasets\Db3\Db_112\vocals.wav,Datasets\Db3\Db_112\drums.wav,Datasets\Db3\Db_112\bass.wav,Datasets\Db3\Db_112\other.wav,395.662925170068
Datasets\Db3\Db_048\mixture.wav,Datasets\Db3\Db_048\vocals.wav,Datasets\Db3\Db_048\drums.wav,Datasets\Db3\Db_048\bass.wav,Datasets\Db3\Db_048\other.wav,201.8883900226757
Datasets\Db3\Db_133\mixture.wav,Datasets\Db3\Db_133\vocals.wav,Datasets\Db3\Db_133\drums.wav,Datasets\Db3\Db_133\bass.wav,Datasets\Db3\Db_133\other.wav,202.3392743764172
Datasets\Db3\Db_085\mixture.wav,Datasets\Db3\Db_085\vocals.wav,Datasets\Db3\Db_085\drums.wav,Datasets\Db3\Db_085\bass.wav,Datasets\Db3\Db_085\other.wav,124.77995464852609
Datasets\Db2\Db_152\mixture.wav,Datasets\Db2\Db_152\vocals.wav,Datasets\Db2\Db_152\drums.wav,Datasets\Db2\Db_152\bass.wav,Datasets\Db2\Db_152\other.wav,91.32353741496598
Datasets\Db1\Db_070\mixture.wav,Datasets\Db1\Db_070\vocals.wav,Datasets\Db1\Db_070\drums.wav,Datasets\Db1\Db_070\bass.wav,Datasets\Db1\Db_070\other.wav,92.0
Datasets\Db3\Db_061\mixture.wav,Datasets\Db3\Db_061\vocals.wav,Datasets\Db3\Db_061\drums.wav,Datasets\Db3\Db_061\bass.wav,Datasets\Db3\Db_061\other.wav,253.3571428571429
Datasets\Db2\Db_144\mixture.wav,Datasets\Db2\Db_144\vocals.wav,Datasets\Db2\Db_144\drums.wav,Datasets\Db2\Db_144\bass.wav,Datasets\Db2\Db_144\other.wav,276.0
Datasets\Db1\Db_012\mixture.wav,Datasets\Db1\Db_012\vocals.wav,Datasets\Db1\Db_012\drums.wav,Datasets\Db1\Db_012\bass.wav,Datasets\Db1\Db_012\other.wav,306.2185260770975
Datasets\Db2\Db_008\mixture.wav,Datasets\Db2\Db_008\vocals.wav,Datasets\Db2\Db_008\drums.wav,Datasets\Db2\Db_008\bass.wav,Datasets\Db2\Db_008\other.wav,204.8783673469388
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db1\Db_019\mixture.wav,Datasets\Db1\Db_019\vocals.wav,Datasets\Db1\Db_019\drums.wav,Datasets\Db1\Db_019\bass.wav,Datasets\Db1\Db_019\other.wav,205.8216780045352
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db3\Db_137\mixture.wav,Datasets\Db3\Db_137\vocals.wav,Datasets\Db3\Db_137\drums.wav,Datasets\Db3\Db_137\bass.wav,Datasets\Db3\Db_137\other.wav,175.85267573696146
Datasets\Db3\Db_065\mixture.wav,Datasets\Db3\Db_065\vocals.wav,Datasets\Db3\Db_065\drums.wav,Datasets\Db3\Db_065\bass.wav,Datasets\Db3\Db_065\other.wav,267.65179138322
Datasets\Db3\Db_056\mixture.wav,Datasets\Db3\Db_056\vocals.wav,Datasets\Db3\Db_056\drums.wav,Datasets\Db3\Db_056\bass.wav,Datasets\Db3\Db_056\other.wav,205.47321995464853
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db2\Db_123\mixture.wav,Datasets\Db2\Db_123\vocals.wav,Datasets\Db2\Db_123\drums.wav,Datasets\Db2\Db_123\bass.wav,Datasets\Db2\Db_123\other.wav,245.53845804988663
Datasets\Db1\Db_044\mixture.wav,Datasets\Db1\Db_044\vocals.wav,Datasets\Db1\Db_044\drums.wav,Datasets\Db1\Db_044\bass.wav,Datasets\Db1\Db_044\other.wav,341.12
Datasets\Db3\Db_033\mixture.wav,Datasets\Db3\Db_033\vocals.wav,Datasets\Db3\Db_033\drums.wav,Datasets\Db3\Db_033\bass.wav,Datasets\Db3\Db_033\other.wav,302.2077097505669
Datasets\Db3\Db_140\mixture.wav,Datasets\Db3\Db_140\vocals.wav,Datasets\Db3\Db_140\drums.wav,Datasets\Db3\Db_140\bass.wav,Datasets\Db3\Db_140\other.wav,236.8992290249433
Datasets\Db1\Db_054\mixture.wav,Datasets\Db1\Db_054\vocals.wav,Datasets\Db1\Db_054\drums.wav,Datasets\Db1\Db_054\bass.wav,Datasets\Db1\Db_054\other.wav,556.5263492063492
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db1\Db_009\mixture.wav,Datasets\Db1\Db_009\vocals.wav,Datasets\Db1\Db_009\drums.wav,Datasets\Db1\Db_009\bass.wav,Datasets\Db1\Db_009\other.wav,225.88371882086167
Datasets\Db3\Db_108\mixture.wav,Datasets\Db3\Db_108\vocals.wav,Datasets\Db3\Db_108\drums.wav,Datasets\Db3\Db_108\bass.wav,Datasets\Db3\Db_108\other.wav,251.09587301587305
Datasets\Db3\Db_018\mixture.wav,Datasets\Db3\Db_018\vocals.wav,Datasets\Db3\Db_018\drums.wav,Datasets\Db3\Db_018\bass.wav,Datasets\Db3\Db_018\other.wav,337.0401814058957
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db3\Db_088\mixture.wav,Datasets\Db3\Db_088\vocals.wav,Datasets\Db3\Db_088\drums.wav,Datasets\Db3\Db_088\bass.wav,Datasets\Db3\Db_088\other.wav,19.84394557823129
Datasets\Db2\Db_194\mixture.wav,Datasets\Db2\Db_194\vocals.wav,Datasets\Db2\Db_194\drums.wav,Datasets\Db2\Db_194\bass.wav,Datasets\Db2\Db_194\other.wav,153.25301587301587
Datasets\Db2\Db_048\mixture.wav,Datasets\Db2\Db_048\vocals.wav,Datasets\Db2\Db_048\drums.wav,Datasets\Db2\Db_048\bass.wav,Datasets\Db2\Db_048\other.wav,186.0
Datasets\Db1\Db_059\mixture.wav,Datasets\Db1\Db_059\vocals.wav,Datasets\Db1\Db_059\drums.wav,Datasets\Db1\Db_059\bass.wav,Datasets\Db1\Db_059\other.wav,287.3841723356009
Datasets\Db3\Db_078\mixture.wav,Datasets\Db3\Db_078\vocals.wav,Datasets\Db3\Db_078\drums.wav,Datasets\Db3\Db_078\bass.wav,Datasets\Db3\Db_078\other.wav,246.72321995464853
Datasets\Db1\Db_017\mixture.wav,Datasets\Db1\Db_017\vocals.wav,Datasets\Db1\Db_017\drums.wav,Datasets\Db1\Db_017\bass.wav,Datasets\Db1\Db_017\other.wav,113.32267573696146
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db2\Db_147\mixture.wav,Datasets\Db2\Db_147\vocals.wav,Datasets\Db2\Db_147\drums.wav,Datasets\Db2\Db_147\bass.wav,Datasets\Db2\Db_147\other.wav,199.9335600907029
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db1\Db_038\mixture.wav,Datasets\Db1\Db_038\vocals.wav,Datasets\Db1\Db_038\drums.wav,Datasets\Db1\Db_038\bass.wav,Datasets\Db1\Db_038\other.wav,529.6715419501134
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db3\Db_053\mixture.wav,Datasets\Db3\Db_053\vocals.wav,Datasets\Db3\Db_053\drums.wav,Datasets\Db3\Db_053\bass.wav,Datasets\Db3\Db_053\other.wav,159.29018140589568
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db1\Db_001\mixture.wav,Datasets\Db1\Db_001\vocals.wav,Datasets\Db1\Db_001\drums.wav,Datasets\Db1\Db_001\bass.wav,Datasets\Db1\Db_001\other.wav,362.6666666666667
Datasets\Db2\Db_227\mixture.wav,Datasets\Db2\Db_227\vocals.wav,Datasets\Db2\Db_227\drums.wav,Datasets\Db2\Db_227\bass.wav,Datasets\Db2\Db_227\other.wav,289.0
Datasets\Db1\Db_010\mixture.wav,Datasets\Db1\Db_010\vocals.wav,Datasets\Db1\Db_010\drums.wav,Datasets\Db1\Db_010\bass.wav,Datasets\Db1\Db_010\other.wav,583.68
Datasets\Db3\Db_105\mixture.wav,Datasets\Db3\Db_105\vocals.wav,Datasets\Db3\Db_105\drums.wav,Datasets\Db3\Db_105\bass.wav,Datasets\Db3\Db_105\other.wav,317.8794557823129
Datasets\Db2\Db_053\mixture.wav,Datasets\Db2\Db_053\vocals.wav,Datasets\Db2\Db_053\drums.wav,Datasets\Db2\Db_053\bass.wav,Datasets\Db2\Db_053\other.wav,230.941179138322
Datasets\Db3\Db_115\mixture.wav,Datasets\Db3\Db_115\vocals.wav,Datasets\Db3\Db_115\drums.wav,Datasets\Db3\Db_115\bass.wav,Datasets\Db3\Db_115\other.wav,253.16018140589568
Datasets\Db3\Db_089\mixture.wav,Datasets\Db3\Db_089\vocals.wav,Datasets\Db3\Db_089\drums.wav,Datasets\Db3\Db_089\bass.wav,Datasets\Db3\Db_089\other.wav,28.76253968253968
Datasets\Db1\Db_026\mixture.wav,Datasets\Db1\Db_026\vocals.wav,Datasets\Db1\Db_026\drums.wav,Datasets\Db1\Db_026\bass.wav,Datasets\Db1\Db_026\other.wav,107.95
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db2\Db_239\mixture.wav,Datasets\Db2\Db_239\vocals.wav,Datasets\Db2\Db_239\drums.wav,Datasets\Db2\Db_239\bass.wav,Datasets\Db2\Db_239\other.wav,208.21755102040817
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db3\Db_114\mixture.wav,Datasets\Db3\Db_114\vocals.wav,Datasets\Db3\Db_114\drums.wav,Datasets\Db3\Db_114\bass.wav,Datasets\Db3\Db_114\other.wav,275.19473922902495
Datasets\Db1\Db_015\mixture.wav,Datasets\Db1\Db_015\vocals.wav,Datasets\Db1\Db_015\drums.wav,Datasets\Db1\Db_015\bass.wav,Datasets\Db1\Db_015\other.wav,431.06133786848073
Datasets\Db1\Db_058\mixture.wav,Datasets\Db1\Db_058\vocals.wav,Datasets\Db1\Db_058\drums.wav,Datasets\Db1\Db_058\bass.wav,Datasets\Db1\Db_058\other.wav,143.15181405895692
Datasets\Db1\Db_026\mixture.wav,Datasets\Db1\Db_026\vocals.wav,Datasets\Db1\Db_026\drums.wav,Datasets\Db1\Db_026\bass.wav,Datasets\Db1\Db_026\other.wav,107.95
Datasets\Db3\Db_030\mixture.wav,Datasets\Db3\Db_030\vocals.wav,Datasets\Db3\Db_030\drums.wav,Datasets\Db3\Db_030\bass.wav,Datasets\Db3\Db_030\other.wav,195.74197278911564
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db3\Db_141\mixture.wav,Datasets\Db3\Db_141\vocals.wav,Datasets\Db3\Db_141\drums.wav,Datasets\Db3\Db_141\bass.wav,Datasets\Db3\Db_141\other.wav,187.55786848072563
Datasets\Db1\Db_028\mixture.wav,Datasets\Db1\Db_028\vocals.wav,Datasets\Db1\Db_028\drums.wav,Datasets\Db1\Db_028\bass.wav,Datasets\Db1\Db_028\other.wav,201.3634467120181
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db3\Db_016\mixture.wav,Datasets\Db3\Db_016\vocals.wav,Datasets\Db3\Db_016\drums.wav,Datasets\Db3\Db_016\bass.wav,Datasets\Db3\Db_016\other.wav,207.88244897959183
Datasets\Db1\Db_049\mixture.wav,Datasets\Db1\Db_049\vocals.wav,Datasets\Db1\Db_049\drums.wav,Datasets\Db1\Db_049\bass.wav,Datasets\Db1\Db_049\other.wav,404.0
Datasets\Db2\Db_020\mixture.wav,Datasets\Db2\Db_020\vocals.wav,Datasets\Db2\Db_020\drums.wav,Datasets\Db2\Db_020\bass.wav,Datasets\Db2\Db_020\other.wav,214.2667573696145
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db3\Db_031\mixture.wav,Datasets\Db3\Db_031\vocals.wav,Datasets\Db3\Db_031\drums.wav,Datasets\Db3\Db_031\bass.wav,Datasets\Db3\Db_031\other.wav,175.43031746031747
Datasets\Db2\Db_221\mixture.wav,Datasets\Db2\Db_221\vocals.wav,Datasets\Db2\Db_221\drums.wav,Datasets\Db2\Db_221\bass.wav,Datasets\Db2\Db_221\other.wav,228.87097505668933
Datasets\Db2\Db_184\mixture.wav,Datasets\Db2\Db_184\vocals.wav,Datasets\Db2\Db_184\drums.wav,Datasets\Db2\Db_184\bass.wav,Datasets\Db2\Db_184\other.wav,168.0
Datasets\Db3\Db_081\mixture.wav,Datasets\Db3\Db_081\vocals.wav,Datasets\Db3\Db_081\drums.wav,Datasets\Db3\Db_081\bass.wav,Datasets\Db3\Db_081\other.wav,36.37351473922902
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db1\Db_027\mixture.wav,Datasets\Db1\Db_027\vocals.wav,Datasets\Db1\Db_027\drums.wav,Datasets\Db1\Db_027\bass.wav,Datasets\Db1\Db_027\other.wav,334.9822902494331
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db3\Db_080\mixture.wav,Datasets\Db3\Db_080\vocals.wav,Datasets\Db3\Db_080\drums.wav,Datasets\Db3\Db_080\bass.wav,Datasets\Db3\Db_080\other.wav,36.91972789115646
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db4\Db_000\mixture.wav,Datasets\Db4\Db_000\vocals.wav,Datasets\Db4\Db_000\drums.wav,Datasets\Db4\Db_000\bass.wav,Datasets\Db4\Db_000\other.wav,193.28598639455785
Datasets\Db3\Db_125\mixture.wav,Datasets\Db3\Db_125\vocals.wav,Datasets\Db3\Db_125\drums.wav,Datasets\Db3\Db_125\bass.wav,Datasets\Db3\Db_125\other.wav,234.68408163265303
Datasets\Db1\Db_003\mixture.wav,Datasets\Db1\Db_003\vocals.wav,Datasets\Db1\Db_003\drums.wav,Datasets\Db1\Db_003\bass.wav,Datasets\Db1\Db_003\other.wav,232.70401360544216
Datasets\Db1\Db_051\mixture.wav,Datasets\Db1\Db_051\vocals.wav,Datasets\Db1\Db_051\drums.wav,Datasets\Db1\Db_051\bass.wav,Datasets\Db1\Db_051\other.wav,371.2
Datasets\Db3\Db_057\mixture.wav,Datasets\Db3\Db_057\vocals.wav,Datasets\Db3\Db_057\drums.wav,Datasets\Db3\Db_057\bass.wav,Datasets\Db3\Db_057\other.wav,221.0446485260771
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db2\Db_006\mixture.wav,Datasets\Db2\Db_006\vocals.wav,Datasets\Db2\Db_006\drums.wav,Datasets\Db2\Db_006\bass.wav,Datasets\Db2\Db_006\other.wav,177.3912925170068
Datasets\Db2\Db_012\mixture.wav,Datasets\Db2\Db_012\vocals.wav,Datasets\Db2\Db_012\drums.wav,Datasets\Db2\Db_012\bass.wav,Datasets\Db2\Db_012\other.wav,121.99394557823128
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db4\Db_004\mixture.wav,Datasets\Db4\Db_004\vocals.wav,Datasets\Db4\Db_004\drums.wav,Datasets\Db4\Db_004\bass.wav,Datasets\Db4\Db_004\other.wav,174.58
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db2\Db_010\mixture.wav,Datasets\Db2\Db_010\vocals.wav,Datasets\Db2\Db_010\drums.wav,Datasets\Db2\Db_010\bass.wav,Datasets\Db2\Db_010\other.wav,225.3749886621316
Datasets\Db2\Db_092\mixture.wav,Datasets\Db2\Db_092\vocals.wav,Datasets\Db2\Db_092\drums.wav,Datasets\Db2\Db_092\bass.wav,Datasets\Db2\Db_092\other.wav,252.75
Datasets\Db2\Db_153\mixture.wav,Datasets\Db2\Db_153\vocals.wav,Datasets\Db2\Db_153\drums.wav,Datasets\Db2\Db_153\bass.wav,Datasets\Db2\Db_153\other.wav,290.0
Datasets\Db1\Db_044\mixture.wav,Datasets\Db1\Db_044\vocals.wav,Datasets\Db1\Db_044\drums.wav,Datasets\Db1\Db_044\bass.wav,Datasets\Db1\Db_044\other.wav,341.12
Datasets\Db1\Db_061\mixture.wav,Datasets\Db1\Db_061\vocals.wav,Datasets\Db1\Db_061\drums.wav,Datasets\Db1\Db_061\bass.wav,Datasets\Db1\Db_061\other.wav,374.78401360544217
Datasets\Db1\Db_020\mixture.wav,Datasets\Db1\Db_020\vocals.wav,Datasets\Db1\Db_020\drums.wav,Datasets\Db1\Db_020\bass.wav,Datasets\Db1\Db_020\other.wav,294.9019501133787
Datasets\Db1\Db_011\mixture.wav,Datasets\Db1\Db_011\vocals.wav,Datasets\Db1\Db_011\drums.wav,Datasets\Db1\Db_011\bass.wav,Datasets\Db1\Db_011\other.wav,388.43734693877553
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db2\Db_164\mixture.wav,Datasets\Db2\Db_164\vocals.wav,Datasets\Db2\Db_164\drums.wav,Datasets\Db2\Db_164\bass.wav,Datasets\Db2\Db_164\other.wav,222.83775510204083
Datasets\Db3\Db_035\mixture.wav,Datasets\Db3\Db_035\vocals.wav,Datasets\Db3\Db_035\drums.wav,Datasets\Db3\Db_035\bass.wav,Datasets\Db3\Db_035\other.wav,232.84820861678008
Datasets\Db4\Db_006\mixture.wav,Datasets\Db4\Db_006\vocals.wav,Datasets\Db4\Db_006\drums.wav,Datasets\Db4\Db_006\bass.wav,Datasets\Db4\Db_006\other.wav,172.81698412698412
Datasets\Db1\Db_071\mixture.wav,Datasets\Db1\Db_071\vocals.wav,Datasets\Db1\Db_071\drums.wav,Datasets\Db1\Db_071\bass.wav,Datasets\Db1\Db_071\other.wav,331.02367346938775
Datasets\Db3\Db_130\mixture.wav,Datasets\Db3\Db_130\vocals.wav,Datasets\Db3\Db_130\drums.wav,Datasets\Db3\Db_130\bass.wav,Datasets\Db3\Db_130\other.wav,303.6373469387755
Datasets\Db1\Db_072\mixture.wav,Datasets\Db1\Db_072\vocals.wav,Datasets\Db1\Db_072\drums.wav,Datasets\Db1\Db_072\bass.wav,Datasets\Db1\Db_072\other.wav,253.5326984126984
Datasets\Db4\Db_005\mixture.wav,Datasets\Db4\Db_005\vocals.wav,Datasets\Db4\Db_005\drums.wav,Datasets\Db4\Db_005\bass.wav,Datasets\Db4\Db_005\other.wav,491.70698412698414
Datasets\Db1\Db_051\mixture.wav,Datasets\Db1\Db_051\vocals.wav,Datasets\Db1\Db_051\drums.wav,Datasets\Db1\Db_051\bass.wav,Datasets\Db1\Db_051\other.wav,371.2
Datasets\Db3\Db_041\mixture.wav,Datasets\Db3\Db_041\vocals.wav,Datasets\Db3\Db_041\drums.wav,Datasets\Db3\Db_041\bass.wav,Datasets\Db3\Db_041\other.wav,168.7455328798186
Datasets\Db1\Db_024\mixture.wav,Datasets\Db1\Db_024\vocals.wav,Datasets\Db1\Db_024\drums.wav,Datasets\Db1\Db_024\bass.wav,Datasets\Db1\Db_024\other.wav,395.5
Datasets\Db3\Db_006\mixture.wav,Datasets\Db3\Db_006\vocals.wav,Datasets\Db3\Db_006\drums.wav,Datasets\Db3\Db_006\bass.wav,Datasets\Db3\Db_006\other.wav,163.57210884353742
Datasets\Db2\Db_000\mixture.wav,Datasets\Db2\Db_000\vocals.wav,Datasets\Db2\Db_000\drums.wav,Datasets\Db2\Db_000\bass.wav,Datasets\Db2\Db_000\other.wav,344.0
Datasets\Db1\Db_019\mixture.wav,Datasets\Db1\Db_019\vocals.wav,Datasets\Db1\Db_019\drums.wav,Datasets\Db1\Db_019\bass.wav,Datasets\Db1\Db_019\other.wav,205.8216780045352
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db4\Db_001\mixture.wav,Datasets\Db4\Db_001\vocals.wav,Datasets\Db4\Db_001\drums.wav,Datasets\Db4\Db_001\bass.wav,Datasets\Db4\Db_001\other.wav,460.3279818594104
Datasets\Db3\Db_071\mixture.wav,Datasets\Db3\Db_071\vocals.wav,Datasets\Db3\Db_071\drums.wav,Datasets\Db3\Db_071\bass.wav,Datasets\Db3\Db_071\other.wav,628.5580045351473
Datasets\Db2\Db_072\mixture.wav,Datasets\Db2\Db_072\vocals.wav,Datasets\Db2\Db_072\drums.wav,Datasets\Db2\Db_072\bass.wav,Datasets\Db2\Db_072\other.wav,214.3902494331066
Datasets\Db4\Db_007\mixture.wav,Datasets\Db4\Db_007\vocals.wav,Datasets\Db4\Db_007\drums.wav,Datasets\Db4\Db_007\bass.wav,Datasets\Db4\Db_007\other.wav,152.45897959183674
Datasets\Db2\Db_081\mixture.wav,Datasets\Db2\Db_081\vocals.wav,Datasets\Db2\Db_081\drums.wav,Datasets\Db2\Db_081\bass.wav,Datasets\Db2\Db_081\other.wav,265.294126984127
Datasets\Db3\Db_095\mixture.wav,Datasets\Db3\Db_095\vocals.wav,Datasets\Db3\Db_095\drums.wav,Datasets\Db3\Db_095\bass.wav,Datasets\Db3\Db_095\other.wav,248.1428571428572
Datasets\Db2\Db_158\mixture.wav,Datasets\Db2\Db_158\vocals.wav,Datasets\Db2\Db_158\drums.wav,Datasets\Db2\Db_158\bass.wav,Datasets\Db2\Db_158\other.wav,248.0
Datasets\Db2\Db_055\mixture.wav,Datasets\Db2\Db_055\vocals.wav,Datasets\Db2\Db_055\drums.wav,Datasets\Db2\Db_055\bass.wav,Datasets\Db2\Db_055\other.wav,248.0
Datasets\Db3\Db_091\mixture.wav,Datasets\Db3\Db_091\vocals.wav,Datasets\Db3\Db_091\drums.wav,Datasets\Db3\Db_091\bass.wav,Datasets\Db3\Db_091\other.wav,13.091156462585031
Datasets\Db4\Db_002\mixture.wav,Datasets\Db4\Db_002\vocals.wav,Datasets\Db4\Db_002\drums.wav,Datasets\Db4\Db_002\bass.wav,Datasets\Db4\Db_002\other.wav,140.85897959183674
Datasets\Db4\Db_008\mixture.wav,Datasets\Db4\Db_008\vocals.wav,Datasets\Db4\Db_008\drums.wav,Datasets\Db4\Db_008\bass.wav,Datasets\Db4\Db_008\other.wav,169.2409977324263
Datasets\Db3\Db_142\mixture.wav,Datasets\Db3\Db_142\vocals.wav,Datasets\Db3\Db_142\drums.wav,Datasets\Db3\Db_142\bass.wav,Datasets\Db3\Db_142\other.wav,235.10968253968247
Datasets\Db2\Db_066\mixture.wav,Datasets\Db2\Db_066\vocals.wav,Datasets\Db2\Db_066\drums.wav,Datasets\Db2\Db_066\bass.wav,Datasets\Db2\Db_066\other.wav,598.2826077097506
Datasets\Db4\Db_003\mixture.wav,Datasets\Db4\Db_003\vocals.wav,Datasets\Db4\Db_003\drums.wav,Datasets\Db4\Db_003\bass.wav,Datasets\Db4\Db_003\other.wav,223.6549886621316
Datasets\Db3\Db_099\mixture.wav,Datasets\Db3\Db_099\vocals.wav,Datasets\Db3\Db_099\drums.wav,Datasets\Db3\Db_099\bass.wav,Datasets\Db3\Db_099\other.wav,289.9821315192744
